User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
79336,Dashboard_User_id_79336_0,Dashboard,N/A,0:00:00,0:01:32,N/A,None
,,Dashboard,Distracted Behavior,0:01:32,0:01:48,2,None
,,Dashboard,Distracted Behavior,0:01:55,0:02:22,9,None
,,Dashboard,Distracted Behavior,0:02:26,0:02:51,11,None
,,Dashboard,Distracted Behavior,0:03:00,0:03:18,1,None
,,Dashboard,Distracted Behavior,0:03:22,0:03:45,0,None
,,Dashboard,Distracted Behavior,0:03:51,0:04:07,3,None
,,Dashboard,Distracted Behavior,0:04:17,0:04:41,13,None
,,Dashboard,Distracted Behavior,0:04:52,0:05:09,6,None
,,Dashboard,Distracted Behavior,0:05:15,0:05:32,12,None
,,Dashboard,Distracted Behavior,0:05:40,0:06:01,10,None
,,Dashboard,Distracted Behavior,0:06:03,0:06:30,14,None
,,Dashboard,Distracted Behavior,0:06:38,0:07:11,17,None
,,Dashboard,Distracted Behavior,0:07:12,0:07:43,15,None
,,Dashboard,Distracted Behavior,0:07:45,0:08:06,4,None
,,Dashboard,Distracted Behavior,0:08:20,0:08:34,5,None
,,Dashboard,Distracted Behavior,0:08:46,0:09:17,7,None
,,Dashboard,Distracted Behavior,0:09:18,0:09:48,16,None
,,Dashboard,Distracted Behavior,0:09:49,0:10:18,8,None
,Rear_view_User_id_79336_0,Rearview,N/A,0:00:00,0:01:32,N/A,None
,,Rearview,Distracted Behavior,0:01:32,0:01:48,2,None
,,Rearview,Distracted Behavior,0:01:55,0:02:22,9,None
,,Rearview,Distracted Behavior,0:02:26,0:02:51,11,None
,,Rearview,Distracted Behavior,0:03:00,0:03:18,1,None
,,Rearview,Distracted Behavior,0:03:22,0:03:45,0,None
,,Rearview,Distracted Behavior,0:03:51,0:04:07,3,None
,,Rearview,Distracted Behavior,0:04:17,0:04:41,13,None
,,Rearview,Distracted Behavior,0:04:52,0:05:09,6,None
,,Rearview,Distracted Behavior,0:05:15,0:05:32,12,None
,,Rearview,Distracted Behavior,0:05:40,0:06:01,10,None
,,Rearview,Distracted Behavior,0:06:03,0:06:30,14,None
,,Rearview,Distracted Behavior,0:06:38,0:07:11,17,None
,,Rearview,Distracted Behavior,0:07:12,0:07:43,15,None
,,Rearview,Distracted Behavior,0:07:45,0:08:06,4,None
,,Rearview,Distracted Behavior,0:08:20,0:08:34,5,None
,,Rearview,Distracted Behavior,0:08:46,0:09:17,7,None
,,Rearview,Distracted Behavior,0:09:18,0:09:48,16,None
,,Rearview,Distracted Behavior,0:09:49,0:10:18,8,None
,Rightside_window_User_id_79336_0,Rightside Window,Distracted Behavior,0:00:00,0:01:32,N/A,None
,,Rightside Window,Distracted Behavior,0:01:32,0:01:48,2,None
,,Rightside Window,Distracted Behavior,0:01:55,0:02:22,9,None
,,Rightside Window,Distracted Behavior,0:02:26,0:02:51,11,None
,,Rightside Window,Distracted Behavior,0:03:00,0:03:18,1,None
,,Rightside Window,Distracted Behavior,0:03:22,0:03:45,0,None
,,Rightside Window,Distracted Behavior,0:03:51,0:04:07,3,None
,,Rightside Window,Distracted Behavior,0:04:17,0:04:41,13,None
,,Rightside Window,Distracted Behavior,0:04:52,0:05:09,6,None
,,Rightside Window,Distracted Behavior,0:05:15,0:05:32,12,None
,,Rightside Window,Distracted Behavior,0:05:40,0:06:01,10,None
,,Rightside Window,Distracted Behavior,0:06:03,0:06:30,14,None
,,Rightside Window,Distracted Behavior,0:06:38,0:07:11,17,None
,,Rightside Window,Distracted Behavior,0:07:12,0:07:43,15,None
,,Rightside Window,Distracted Behavior,0:07:45,0:08:06,4,None
,,Rightside Window,Distracted Behavior,0:08:20,0:08:34,5,None
,,Rightside Window,Distracted Behavior,0:08:46,0:09:17,7,None
,,Rightside Window,Distracted Behavior,0:09:18,0:09:48,16,None
,,Rightside Window,Distracted Behavior,0:09:49,0:10:18,8,None
,Dashboard_User_id_79336_2,Dashboard,Distracted Behavior,0:00:00,0:00:11,N/A,Hat
,,Dashboard,Distracted Behavior,0:00:12,0:00:33,2,Hat
,,Dashboard,Distracted Behavior,0:00:41,0:01:05,9,Hat
,,Dashboard,Distracted Behavior,0:01:13,0:01:38,11,Hat
,,Dashboard,Distracted Behavior,0:01:45,0:02:02,1,Hat
,,Dashboard,Distracted Behavior,0:02:08,0:02:28,0,Hat
,,Dashboard,Distracted Behavior,0:02:35,0:02:54,3,Hat
,,Dashboard,Distracted Behavior,0:03:01,0:03:28,13,Hat
,,Dashboard,Distracted Behavior,0:03:32,0:03:55,6,Hat
,,Dashboard,Distracted Behavior,0:04:01,0:04:18,12,Hat
,,Dashboard,Distracted Behavior,0:04:28,0:04:45,10,Hat
,,Dashboard,Distracted Behavior,0:04:55,0:05:11,14,Hat
,,Dashboard,Distracted Behavior,0:05:23,0:05:56,17,Hat
,,Dashboard,Distracted Behavior,0:05:58,0:06:29,15,Hat
,,Dashboard,Distracted Behavior,0:06:31,0:06:51,4,Hat
,,Dashboard,Distracted Behavior,0:07:07,0:07:18,5,Hat
,,Dashboard,Distracted Behavior,0:07:23,0:08:01,7,Hat
,,Dashboard,Distracted Behavior,0:08:04,0:08:30,16,Hat
,,Dashboard,Distracted Behavior,0:08:32,0:09:03,8,Hat
,Rear_view_User_id_79336_2,Rearview,Distracted Behavior,0:00:00,0:00:11,N/A,Hat
,,Rearview,Distracted Behavior,0:00:12,0:00:33,2,Hat
,,Rearview,Distracted Behavior,0:00:41,0:01:05,9,Hat
,,Rearview,Distracted Behavior,0:01:13,0:01:38,11,Hat
,,Rearview,Distracted Behavior,0:01:45,0:02:02,1,Hat
,,Rearview,Distracted Behavior,0:02:08,0:02:28,0,Hat
,,Rearview,Distracted Behavior,0:02:35,0:02:54,3,Hat
,,Rearview,Distracted Behavior,0:03:01,0:03:28,13,Hat
,,Rearview,Distracted Behavior,0:03:32,0:03:55,6,Hat
,,Rearview,Distracted Behavior,0:04:01,0:04:18,12,Hat
,,Rearview,Distracted Behavior,0:04:28,0:04:45,10,Hat
,,Rearview,Distracted Behavior,0:04:55,0:05:11,14,Hat
,,Rearview,Distracted Behavior,0:05:23,0:05:56,17,Hat
,,Rearview,Distracted Behavior,0:05:58,0:06:29,15,Hat
,,Rearview,Distracted Behavior,0:06:31,0:06:51,4,Hat
,,Rearview,Distracted Behavior,0:07:07,0:07:18,5,Hat
,,Rearview,Distracted Behavior,0:07:23,0:08:01,7,Hat
,,Rearview,Distracted Behavior,0:08:04,0:08:30,16,Hat
,,Rearview,Distracted Behavior,0:08:32,0:09:03,8,Hat
,Rightside_window_User_id_79336_2,Rightside Window,Distracted Behavior,0:00:00,0:00:11,N/A,Hat
,,Rightside Window,Distracted Behavior,0:00:12,0:00:33,2,Hat
,,Rightside Window,Distracted Behavior,0:00:41,0:01:05,9,Hat
,,Rightside Window,Distracted Behavior,0:01:13,0:01:38,11,Hat
,,Rightside Window,Distracted Behavior,0:01:45,0:02:02,1,Hat
,,Rightside Window,Distracted Behavior,0:02:08,0:02:28,0,Hat
,,Rightside Window,Distracted Behavior,0:02:35,0:02:54,3,Hat
,,Rightside Window,Distracted Behavior,0:03:01,0:03:28,13,Hat
,,Rightside Window,Distracted Behavior,0:03:32,0:03:55,6,Hat
,,Rightside Window,Distracted Behavior,0:04:01,0:04:18,12,Hat
,,Rightside Window,Distracted Behavior,0:04:28,0:04:45,10,Hat
,,Rightside Window,Distracted Behavior,0:04:55,0:05:11,14,Hat
,,Rightside Window,Distracted Behavior,0:05:23,0:05:56,17,Hat
,,Rightside Window,Distracted Behavior,0:05:58,0:06:29,15,Hat
,,Rightside Window,Distracted Behavior,0:06:31,0:06:51,4,Hat
,,Rightside Window,Distracted Behavior,0:07:07,0:07:18,5,Hat
,,Rightside Window,Distracted Behavior,0:07:23,0:08:01,7,Hat
,,Rightside Window,Distracted Behavior,0:08:04,0:08:30,16,Hat
,,Rightside Window,Distracted Behavior,0:08:32,0:09:03,8,Hat
