User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
56306,Dashboard_user_id_56306_2,Dashboard,Distracted,0:00:00,0:00:11,,
,,Dashboard,Distracted,0:00:11,0:00:35,3,None
,,Dashboard,Distracted,0:00:45,0:01:00,17,None
,,Dashboard,Distracted,0:01:10,0:01:28,12,None
,,Dashboard,Distracted,0:01:38,0:02:02,4,None
,,Dashboard,Distracted,0:02:12,0:02:34,9,None
,,Dashboard,Distracted,0:02:44,0:03:07,0,None
,,Dashboard,Distracted,0:03:17,0:03:36,2,None
,,Dashboard,Distracted,0:03:46,0:04:04,14,None
,,Dashboard,Distracted,0:04:14,0:04:39,7,None
,,Dashboard,Distracted,0:04:49,0:05:08,11,None
,,Dashboard,Distracted,0:05:18,0:05:36,8,None
,,Dashboard,Distracted,0:05:46,0:06:06,1,None
,,Dashboard,Distracted,0:06:16,0:06:36,16,None
,,Dashboard,Distracted,0:06:46,0:07:02,6,None
,,Dashboard,Distracted,0:07:12,0:07:27,10,None
,,Dashboard,Distracted,0:07:37,0:08:00,13,None
,,Dashboard,Distracted,0:08:10,0:08:25,5,None
,,Dashboard,Distracted,0:08:35,0:08:54,15,None
,,Dashboard,Distracted,0:08:55,0:09:35,,None
,Rear_view_user_id_56306_2,Rear view,Distracted,0:00:00,0:00:11,,None
,,Rear view,Distracted,0:00:11,0:00:35,3,None
,,Rear view,Distracted,0:00:45,0:01:00,17,None
,,Rear view,Distracted,0:01:10,0:01:28,12,None
,,Rear view,Distracted,0:01:38,0:02:02,4,None
,,Rear view,Distracted,0:02:12,0:02:34,9,None
,,Rear view,Distracted,0:02:44,0:03:07,0,None
,,Rear view,Distracted,0:03:17,0:03:36,2,None
,,Rear view,Distracted,0:03:46,0:04:04,14,None
,,Rear view,Distracted,0:04:14,0:04:39,7,None
,,Rear view,Distracted,0:04:49,0:05:08,11,None
,,Rear view,Distracted,0:05:18,0:05:36,8,None
,,Rear view,Distracted,0:05:46,0:06:06,1,None
,,Rear view,Distracted,0:06:16,0:06:36,16,None
,,Rear view,Distracted,0:06:46,0:07:02,6,None
,,Rear view,Distracted,0:07:12,0:07:27,10,None
,,Rear view,Distracted,0:07:37,0:08:00,13,None
,,Rear view,Distracted,0:08:10,0:08:25,5,None
,,Rear view,Distracted,0:08:35,0:08:54,15,None
,,Rear view,Distracted,0:08:55,0:09:35,,None
,Rightside_window_user_id_56306_2,Rightside_window,Distracted,0:00:00,0:00:11,,None
,,Rightside_window,Distracted,0:00:11,0:00:35,3,None
,,Rightside_window,Distracted,0:00:45,0:01:00,17,None
,,Rightside_window,Distracted,0:01:10,0:01:28,12,None
,,Rightside_window,Distracted,0:01:38,0:02:02,4,None
,,Rightside_window,Distracted,0:02:12,0:02:34,9,None
,,Rightside_window,Distracted,0:02:44,0:03:07,0,None
,,Rightside_window,Distracted,0:03:17,0:03:37,2,None
,,Rightside_window,Distracted,0:03:47,0:04:05,14,None
,,Rightside_window,Distracted,0:04:15,0:04:39,7,None
,,Rightside_window,Distracted,0:04:49,0:05:08,11,None
,,Rightside_window,Distracted,0:05:18,0:05:36,8,None
,,Rightside_window,Distracted,0:05:46,0:06:06,1,None
,,Rightside_window,Distracted,0:06:16,0:06:36,16,None
,,Rightside_window,Distracted,0:06:46,0:07:02,6,None
,,Rightside_window,Distracted,0:07:12,0:07:27,10,None
,,Rightside_window,Distracted,0:07:37,0:08:00,13,None
,,Rightside_window,Distracted,0:08:10,0:08:25,5,None
,,Rightside_window,Distracted,0:08:35,0:08:54,15,None
,,Rightside_window,Distracted,0:08:55,0:10:05,,None
,Dashboard_user_id_56306_3,Dashboard,Distracted,0:00:00,0:00:08,,
,,Dashboard,Distracted,0:00:10,0:00:33,3,Sunglasses
,,Dashboard,Distracted,0:00:43,0:00:58,17,Sunglasses
,,Dashboard,Distracted,0:01:08,0:01:26,12,Sunglasses
,,Dashboard,Distracted,0:01:36,0:02:00,4,Sunglasses
