Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:00:11,00:00:34,12,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:00:42,00:01:07,2,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:01:13,00:01:33,0,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:01:42,00:02:00,1,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:02:10,00:02:28,16,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:02:38,00:02:57,9,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:03:07,00:03:24,17,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:03:34,00:03:40,8,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:03:55,00:04:12,7,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:04:28,00:04:32,4,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:04:59,00:05:26,15,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:05:31,00:05:39,10,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:05:49,00:06:08,5,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:06:16,00:06:38,13,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:06:47,00:06:50,14,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:07:15,00:07:24,11,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:07:34,00:07:52,6,None
Dashboard_user_id_76189_4,Dashboard,Distracted Behavior,00:08:01,00:08:24,3,None
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:00:11,00:00:34,12,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:00:42,00:01:08,2,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:01:14,00:01:33,0,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:01:49,00:02:00,1,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:02:10,00:02:28,16,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:02:38,00:02:57,9,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:03:06,00:03:24,17,Hat
Dashboard_user_id_76189_6,Dashboard,Distracted Behavior,00:03:37,00:03:46,8,Hat
