User ID,Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
65818,Dashboard_User_id_65818_1,Dashboard,Distracted Behavior,0:00:08,0:00:32,9,None
,,Dashboard,Distracted Behavior,0:00:43,0:01:04,7,None
,,Dashboard,Distracted Behavior,0:01:14,0:01:35,13,None
,,Dashboard,Distracted Behavior,0:01:47,0:02:11,14,None
,,Dashboard,Distracted Behavior,0:02:21,0:02:40,6,None
,,Dashboard,Distracted Behavior,0:02:48,0:03:11,10,None
,,Dashboard,Distracted Behavior,0:03:20,0:03:45,17,None
,,Dashboard,Distracted Behavior,0:03:54,0:04:20,16,None
,,Dashboard,Distracted Behavior,0:04:32,0:04:53,11,None
,,Dashboard,Distracted Behavior,0:05:04,0:05:22,0,None
,,Dashboard,Distracted Behavior,0:05:31,0:05:44,15,None
,,Dashboard,Distracted Behavior,0:06:00,0:06:11,3,None
,,Dashboard,Distracted Behavior,0:06:25,0:06:45,12,None
,,Dashboard,Distracted Behavior,0:07:00,0:07:13,4,None
,,Dashboard,Distracted Behavior,0:07:24,0:07:43,2,None
,,Dashboard,Distracted Behavior,0:08:00,0:08:14,8,None
,,Dashboard,Distracted Behavior,0:08:29,0:08:40,1,None
,,Dashboard,Distracted Behavior,0:08:57,0:09:22,5,None
,Rear_view_User_id_65818_1,Rear View,Distracted Behavior,0:00:08,0:00:32,9,None
,,Rear View,Distracted Behavior,0:00:43,0:01:04,7,None
,,Rear View,Distracted Behavior,0:01:14,0:01:35,13,None
,,Rear View,Distracted Behavior,0:01:47,0:02:11,14,None
,,Rear View,Distracted Behavior,0:02:21,0:02:40,6,None
,,Rear View,Distracted Behavior,0:02:48,0:03:11,10,None
,,Rear View,Distracted Behavior,0:03:20,0:03:45,17,None
,,Rear View,Distracted Behavior,0:03:54,0:04:20,16,None
,,Rear View,Distracted Behavior,0:04:32,0:04:53,11,None
,,Rear View,Distracted Behavior,0:05:04,0:05:22,0,None
,,Rear View,Distracted Behavior,0:05:31,0:05:44,15,None
,,Rear View,Distracted Behavior,0:06:00,0:06:11,3,None
,,Rear View,Distracted Behavior,0:06:25,0:06:45,12,None
,,Rear View,Distracted Behavior,0:07:00,0:07:13,4,None
,,Rear View,Distracted Behavior,0:07:24,0:07:43,2,None
,,Rear View,Distracted Behavior,0:08:00,0:08:14,8,None
,,Rear View,Distracted Behavior,0:08:29,0:08:40,1,None
,,Rear View,Distracted Behavior,0:08:57,0:09:22,5,None
,Rightside_window_User_id_65818_1,Rightside Window,Distracted Behavior,0:00:08,0:00:32,9,None
,,Rightside Window,Distracted Behavior,0:00:43,0:01:04,7,None
,,Rightside Window,Distracted Behavior,0:01:14,0:01:35,13,None
,,Rightside Window,Distracted Behavior,0:01:47,0:02:11,14,None
,,Rightside Window,Distracted Behavior,0:02:21,0:02:40,6,None
,,Rightside Window,Distracted Behavior,0:02:48,0:03:11,10,None
,,Rightside Window,Distracted Behavior,0:03:20,0:03:45,17,None
,,Rightside Window,Distracted Behavior,0:03:54,0:04:20,16,None
,,Rightside Window,Distracted Behavior,0:04:32,0:04:53,11,None
,,Rightside Window,Distracted Behavior,0:05:04,0:05:22,0,None
,,Rightside Window,Distracted Behavior,0:05:31,0:05:44,15,None
,,Rightside Window,Distracted Behavior,0:06:00,0:06:11,3,None
,,Rightside Window,Distracted Behavior,0:06:25,0:06:45,12,None
,,Rightside Window,Distracted Behavior,0:07:00,0:07:13,4,None
,,Rightside Window,Distracted Behavior,0:07:24,0:07:43,2,None
,,Rightside Window,Distracted Behavior,0:08:00,0:08:14,8,None
,,Rightside Window,Distracted Behavior,0:08:29,0:08:40,1,None
,,Rightside Window,Distracted Behavior,0:08:57,0:09:22,5,None
,Dashboard_User_id_65818_2,Dashboard,N/A,0:00:00,0:00:35,N/A,Hat
,,Dashboard,Distracted Behavior,0:00:35,0:00:57,9,Hat
,,Dashboard,Distracted Behavior,0:01:09,0:01:28,7,Hat
,,Dashboard,Distracted Behavior,0:01:39,0:02:02,13,Hat
,,Dashboard,Distracted Behavior,0:02:12,0:02:37,14,Hat
,,Dashboard,Distracted Behavior,0:02:47,0:03:03,6,Hat
,,Dashboard,Distracted Behavior,0:03:13,0:03:36,10,Hat
,,Dashboard,Distracted Behavior,0:03:47,0:04:13,17,Hat
,,Dashboard,Distracted Behavior,0:04:24,0:04:47,16,Hat
,,Dashboard,Distracted Behavior,0:04:56,0:05:18,11,Hat
,,Dashboard,Distracted Behavior,0:05:25,0:05:45,0,Hat
,,Dashboard,Distracted Behavior,0:05:53,0:06:08,15,Hat
,,Dashboard,Distracted Behavior,0:06:12,0:06:37,3,Hat
,,Dashboard,Distracted Behavior,0:06:41,0:07:11,12,Hat
,,Dashboard,Distracted Behavior,0:07:15,0:07:38,4,Hat
,,Dashboard,Distracted Behavior,0:07:45,0:08:08,2,Hat
,,Dashboard,Distracted Behavior,0:08:11,0:08:39,8,Hat
,,Dashboard,Distracted Behavior,0:08:42,0:09:04,1,Hat
,Rear_view_User_id_65818_2,Rear View,N/A,0:00:00,0:00:35,N/A,Hat
,,Rear View,Distracted Behavior,0:00:35,0:00:57,9,Hat
,,Rear View,Distracted Behavior,0:01:09,0:01:28,7,Hat
,,Rear View,Distracted Behavior,0:01:39,0:02:02,13,Hat
,,Rear View,Distracted Behavior,0:02:12,0:02:37,14,Hat
,,Rear View,Distracted Behavior,0:02:47,0:03:03,6,Hat
,,Rear View,Distracted Behavior,0:03:13,0:03:36,10,Hat
,,Rear View,Distracted Behavior,0:03:47,0:04:13,17,Hat
,,Rear View,Distracted Behavior,0:04:24,0:04:47,16,Hat
,,Rear View,Distracted Behavior,0:04:56,0:05:18,11,Hat
,,Rear View,Distracted Behavior,0:05:25,0:05:45,0,Hat
,,Rear View,Distracted Behavior,0:05:53,0:06:08,15,Hat
,,Rear View,Distracted Behavior,0:06:12,0:06:37,3,Hat
,,Rear View,Distracted Behavior,0:06:41,0:07:11,12,Hat
,,Rear View,Distracted Behavior,0:07:15,0:07:38,4,Hat
,,Rear View,Distracted Behavior,0:07:45,0:08:08,2,Hat
,,Rear View,Distracted Behavior,0:08:11,0:08:39,8,Hat
,,Rear View,Distracted Behavior,0:08:42,0:09:04,1,Hat
,Rightside_window_User_id_65818_2,Rightside Window,N/A,0:00:00,0:00:35,N/A,Hat
,,Rightside Window,Distracted Behavior,0:00:35,0:00:57,9,Hat
,,Rightside Window,Distracted Behavior,0:01:09,0:01:28,7,Hat
,,Rightside Window,Distracted Behavior,0:01:39,0:02:02,13,Hat
,,Rightside Window,Distracted Behavior,0:02:12,0:02:37,14,Hat
,,Rightside Window,Distracted Behavior,0:02:47,0:03:03,6,Hat
,,Rightside Window,Distracted Behavior,0:03:13,0:03:36,10,Hat
,,Rightside Window,Distracted Behavior,0:03:47,0:04:13,17,Hat
,,Rightside Window,Distracted Behavior,0:04:24,0:04:47,16,Hat
,,Rightside Window,Distracted Behavior,0:04:56,0:05:18,11,Hat
,,Rightside Window,Distracted Behavior,0:05:25,0:05:45,0,Hat
,,Rightside Window,Distracted Behavior,0:05:53,0:06:08,15,Hat
,,Rightside Window,Distracted Behavior,0:06:12,0:06:37,3,Hat
,,Rightside Window,Distracted Behavior,0:06:41,0:07:11,12,Hat
,,Rightside Window,Distracted Behavior,0:07:15,0:07:38,4,Hat
,,Rightside Window,Distracted Behavior,0:07:45,0:08:08,2,Hat
,,Rightside Window,Distracted Behavior,0:08:11,0:08:39,8,Hat
,,Rightside Window,Distracted Behavior,0:08:42,0:09:04,1,Hat
