Filename,Camera View,Activity Type,Start Time,End Time,Label,Appearance Block
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:00:11,00:00:31,15,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:00:41,00:01:01,13,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:01:11,00:01:34,8,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:01:44,00:02:05,9,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:02:15,00:02:31,0,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:02:44,00:03:00,2,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:03:10,00:03:30,7,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:03:42,00:03:55,1,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:04:07,00:04:26,4,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:04:39,00:04:57,5,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:05:05,00:06:00,16,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:08:18,00:08:43,17,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:08:53,00:08:55,14,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:09:18,00:09:37,11,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:09:47,00:10:05,12,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:10:17,00:10:39,6,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:10:50,00:11:07,10,None
Dashboard_user_id_76803_5,Dashboard,Distracted Behavior,00:11:18,00:11:36,3,None
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:00:12,00:00:32,15,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:00:43,00:00:55,13,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:01:13,00:01:36,8,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:01:46,00:02:09,9,Hat
Dashboard_user_id_76803_7,Dashboard,Distracted Behavior,00:02:16,00:02:33,0,Hat
